id,slug,name,city,country,continent,latitude,longitude,startDate,endDate,eventTypes,partyEnergy,visualSpectacle,culturalDepth,tourismDensity,averagePulse,defaultAppScore,bestFor,description,travelNotes,officialWebsite,imageUrl,galleryImageCount
maslenitsa-moscow,maslenitsa-moscow,Maslenitsa Pancake Week,Moscow,Russia,Europe,55.7558,37.6176,2026-03-09,2026-03-15,seasonal; cultural_heritage,4,4,4,3,3.75,3,Cultural immersion; Traditional heritage; Food travel,"Maslenitsa (Butter Week / Pancake Week) is the Slavic pre-Lenten festival — a week of blini (pancakes), sledding, snow fortress battles, and the burning of a straw effigy representing winter. In Moscow's Gorky Park and Kolomenskoye estate, the festival is staged with traditional costumes, folk music, tug-of-war on ice, and enormous quantities of food. The burning of Lady Maslenitsa on the final Sunday — Forgiveness Sunday — is genuinely moving: a collective release before the austerity of Lent.",Note: Russia listed as Europe continent. Moscow in early March averages -5°C; full winter gear needed. Gorky Park and Kolomenskoye are accessible by metro. Check current travel advisories for Russia carefully given the ongoing geopolitical situation.,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Maslenitsa_Moscow.jpg/1280px-Maslenitsa_Moscow.jpg,0
fete-du-citron,fete-du-citron,Menton Lemon Festival (Fête du Citron),Menton,France,Europe,43.7744,7.4976,2026-02-14,2026-03-03,seasonal; carnival_parade,3,5,3,4,3.75,4,Photography; Winter travel; Street celebrations,"Fête du Citron (Occitan: Festival de Limòn) is a carnival event organised by the tourist office of the city of Menton, France, and held every year at the end of winter. It is also sometimes called Carnaval de Menton (Carnival of Menton). The festival, held every year in mid-February, celebrates the annual production of specialty lemons and other citrus fruit in Menton. All of the floats and sculptures present at the carnival are created from lemons and oranges. Fête du Citron has been recognised by the Ministry of Culture of France, and it was entered in the inventory of intangible cultural heritage in 2019.","Menton, France, in February usually lines up with winter norms for travelers—short daylight and cold snaps are common—insulated layers and grippy soles matter. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Menton Lemon Festival (Fête du Citron) compresses foot traffic. Menton often publishes temporary parade detours only days ahead—save offline maps, favor rail where possible, and stake viewing spots well before the first float. Useful searches: “Menton Lemon Festival (Fête du Citron) 2026 official tickets”, “Menton February road closures transit”, “France travel advisory”, “Menton Lemon Festival (Fête du Citron) Menton visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/F%C3%AAte_du_Citron%C2%AE_Menton.jpg/1920px-F%C3%AAte_du_Citron%C2%AE_Menton.jpg,2
whirling-dervishes-konya,whirling-dervishes-konya,Mevlana Ceremony Konya,Konya,Turkey,Asia,37.8746,32.4932,2026-12-07,2026-12-17,religious_spiritual; cultural_heritage,2,5,5,2,3.5,2,Cultural immersion; Religious significance; Traditional heritage,"The Mevlana Commemoration Week in Konya marks the death anniversary of Rumi (Jalal ad-Din Muhammad Rumi) — the 13th-century Sufi poet. The Sema ceremony performed by the Whirling Dervishes (Mevlevi Order) in Konya's Mevlana Cultural Centre is the most authentic public performance of this UNESCO Intangible Heritage practice: white-robed semazen spin continuously in a specific pattern for 45 minutes as a form of active meditation and prayer. The ceremony is genuinely religious, not a performance for tourists.",Konya is 4 hours from Istanbul by high-speed train (via Eskişehir or Ankara). December 17 is the main Seb-i Arus night (Rumi's wedding with the divine); the Cultural Centre fills completely — tickets are free but must be reserved weeks ahead. Konya in December is cold (0–5°C). The Mevlana Museum (Rumi's mausoleum) is open year-round and equally powerful outside the festival week.,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Whirling_dervishes_Konya.jpg/1280px-Whirling_dervishes_Konya.jpg,0
mnarja-nadur-gozo,mnarja-nadur-gozo,Mnarja Nadur Gozo,Nadur,Malta,Europe,36.0378,14.2942,2026-06-28,2026-06-29,religious_spiritual; seasonal; cultural_heritage,4,4,5,3,4,3,Traditional heritage; Food travel; Local authenticity,"We couldn’t match a solid English Wikipedia entry for “Mnarja Nadur Gozo” automatically. If you send us a short, verifiable blurb (or a Wikipedia/Wikidata link), we’ll drop it in festival-content-manual.ts. For now: this event is associated with Nadur, Malta, around your listed dates—double-check schedules with organizers.","Nadur, Malta, in June usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Mnarja Nadur Gozo compresses foot traffic. During Mnarja Nadur Gozo, follow local cues on modest dress, when to silence phones, and where photography is unwelcome—processions can pause regular traffic for hours. Mnarja Nadur Gozo hinges on outdoor conditions around Nadur—monitor wind and precipitation the week of travel and tuck a packable waterproof in your day bag. Useful searches: “Mnarja Nadur Gozo 2026 official tickets”, “Nadur June road closures transit”, “Malta travel advisory”, “Mnarja Nadur Gozo Nadur visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/2/2c/Monuments_in_Nadur_11.jpg,2
montreux-jazz-festival,montreux-jazz-festival,Montreux Jazz Festival,Montreux,Switzerland,Europe,46.433,6.9104,2026-07-03,2026-07-18,music; arts,4,5,4,4,4.25,4,Music lovers; Luxury travel; Summer travel,"The Montreux Jazz Festival (formerly Festival de Jazz Montreux and Festival International de Jazz Montreux) is a music festival in Switzerland, held annually in early July in Montreux on the Lake Geneva shoreline. It is the second-largest annual jazz festival in the world after Canada's Montreal International Jazz Festival. Initiator and head organizer Claude Nobs brought an array of artists to Montreux. Mathieu Jaton has organised the festival since Nobs' death in 2013.","Montreux, Switzerland, in July usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Lock lodging with easy access to the main festival spine in Montreux; corridors nearest the route book out first for Montreux Jazz Festival. For Montreux Jazz Festival, confirm age limits, re-entry rules, and whether the site is cashless; ear protection helps on main stages and near delay towers. Useful searches: “Montreux Jazz Festival 2026 official tickets”, “Montreux July road closures transit”, “Switzerland travel advisory”, “Montreux Jazz Festival Montreux visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Montreux_Jazz_2M2C_juillet_2023.jpg/1920px-Montreux_Jazz_2M2C_juillet_2023.jpg,2
moros-y-cristianos-alcoy,moros-y-cristianos-alcoy,Moros y Cristianos Alcoy,Alcoy,Spain,Europe,38.7054,-0.4743,2026-04-22,2026-04-24,historical; carnival_parade; cultural_heritage,4,5,5,2,4,2,Traditional heritage; Photography; Cultural immersion,"The Moors and Christians of Alcoy (in Valencian Moros i Cristians d'Alcoi, in Spanish Moros y Cristianos de Alcoy) is a popular festival which takes place in the city of Alcoy in the Spanish Province of Alicante, including the representation of a historic conflict between Muslims and Christians.","Alcoy, Spain, in April usually lines up with spring shoulder-season for travelers—showers swing temperature quickly—carry a compact shell plus a lighter mid-layer. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Moros y Cristianos Alcoy compresses foot traffic. Alcoy often publishes temporary parade detours only days ahead—save offline maps, favor rail where possible, and stake viewing spots well before the first float. Useful searches: “Moros y Cristianos Alcoy 2026 official tickets”, “Alcoy April road closures transit”, “Spain travel advisory”, “Moros y Cristianos Alcoy Alcoy visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/6/6b/EntradafilaVascos2006.jpg,2
mosta-assumption-feast,mosta-assumption-feast,Mosta Assumption Feast,Mosta,Malta,Europe,35.9097,14.4263,2026-08-09,2026-08-15,religious_spiritual; carnival_parade; cultural_heritage,4,5,4,4,4.25,4,Religious significance; Photography; Street celebrations,"The Assumption of Mary is a Catholic dogma that Mary, at the end of her earthly life, was taken body and soul into heaven, defined by Pope Pius XII on 1 November 1950 in his apostolic constitution Munificentissimus Deus. It is celebrated on 15 August. It leaves open the question of whether Mary died or whether she was raised to eternal life without bodily death. The equivalent belief in the Eastern Christianity is the Dormition of the Mother of God or the ""Falling Asleep of the Mother of God"". In the Lutheran Churches, 15 August is celebrated as the Feast of St. Mary. A number of Anglican denominations observe 15 August under various titles, including the Feast of Saint Mary the Virgin or the Falling Asleep of the Blessed Virgin Mary. The word 'assumption' derives from the Latin word assūmptiō, meaning 'taking up'.","Mosta, Malta, in August usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Mosta Assumption Feast compresses foot traffic. Mosta often publishes temporary parade detours only days ahead—save offline maps, favor rail where possible, and stake viewing spots well before the first float. Useful searches: “Mosta Assumption Feast 2026 official tickets”, “Mosta August road closures transit”, “Malta travel advisory”, “Mosta Assumption Feast Mosta visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Mosta_Dome_4_%286946839125%29.jpg/1280px-Mosta_Dome_4_%286946839125%29.jpg,2
mysuru-dasara,mysuru-dasara,Mysuru Dasara,Mysuru,India,Asia,12.3052,76.6551,2026-10-02,2026-10-11,cultural_heritage; religious_spiritual,5,5,5,4,4.75,4,Cultural immersion; Traditional heritage; Photography,"Mysuru Dasara is arguably India's most regal festival — a 10-day celebration of the goddess Chamundeshwari that culminates in the Vijayadashami procession. The Mysore Palace is illuminated with 100,000 lights every evening throughout the festival. The final day procession features a golden howdah (palanquin) mounted on a decorated elephant carrying the idol of the goddess, accompanied by tableaux, music, and thousands of participants in royal dress. The Maharaja of Mysore has sponsored this festival since the 14th century.",The palace illumination alone — visible every evening during Dasara — justifies the trip. Book accommodation in Mysuru 2–3 months ahead. The procession route fills by morning; stake a spot early. Mysuru is 3 hours from Bangalore by road or train. October weather is post-monsoon and pleasant.,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Mysuru_Dasara_procession.jpg/1280px-Mysuru_Dasara_procession.jpg,0
naadam,naadam,Naadam Festival,Ulaanbaatar,Mongolia,Asia,47.9077,106.8832,2026-07-11,2026-07-15,cultural_heritage; cultural_heritage,4,5,5,2,4,2,Cultural immersion; Traditional heritage; Photography,"Naadam is Mongolia's national festival — a three-day celebration of the three 'manly sports': wrestling, archery, and horse racing. The horse racing takes place 40km outside the city, with child jockeys (ages 5–13) riding for up to 30km across open steppe; the wrestlers compete in the National Stadium in elaborate ceremonial costumes. The combination of thundering horses, half-dressed wrestlers performing ritual moves, and archery in traditional del robes makes Naadam a window into a civilisation that has changed surprisingly little since the time of Genghis Khan. UNESCO Intangible Cultural Heritage.",The opening ceremony at the National Stadium on July 11 is the most important event — tickets must be booked well ahead. The horse racing at Khui Doloon Khudag requires an early morning taxi or tour bus. July is Ulaanbaatar's warmest month but evenings are cool. Independent travel in Mongolia is feasible but a local guide adds significant context for the festival. Book flights 2–3 months ahead.,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Naadam_Opening_Ceremony.jpg/1280px-Naadam_Opening_Ceremony.jpg,0
nada-no-kenka-matsuri,nada-no-kenka-matsuri,Nada no Kenka Matsuri,Himeji,Japan,Asia,34.8394,134.6939,2026-10-14,2026-10-15,cultural_heritage; religious_spiritual,5,5,5,2,4.25,2,Cultural immersion; Adrenaline seekers; Photography,"Nada no Kenka Matsuri (Fighting Festival) is one of Japan's most ferociously physical festivals. Three portable shrines (mikoshi) are deliberately crashed into each other repeatedly until one is destroyed, while teams of hundreds of men in traditional dress compete to control enormous decorative floats (yatai). The violence is ritual but real — the goal is to create chaos as an offering to the gods. Held at Matsubara Shrine in Himeji, it has been running for over 360 years.","Himeji is on the Sanyo Shinkansen line, about 30 minutes from Kobe. The festival runs from dawn to dusk over two days; the main clashes happen in the late afternoon. Standing room only for the best views — arrive early. October in Himeji is mild and pleasant.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Nada_no_Kenka_matsuri_Oct09_020.jpg/1280px-Nada_no_Kenka_matsuri_Oct09_020.jpg,0
nadur-carnival-gozo,nadur-carnival-gozo,Nadur Carnival Gozo,Nadur,Malta,Europe,36.0378,14.2942,2026-02-12,2026-02-17,carnival_parade; cultural_heritage,5,5,4,3,4.25,3,Street celebrations; Local authenticity; Photography,"The Nadur Carnival is unique among the many manifestations of Carnival. It is not organized by any committee and subsequently no rules apply. Sunset invites a multitude of masked and hooded creatures to throng the streets of Nadur - creatures wearing all kinds of funny and grotesque costumes. Nadur is a small locality with a population of 4500, on the island of Gozo - the sister island of Malta - in the middle of the Mediterranean about 50 km south of Sicily. It is run by a Local Council with 5 elected members: the Mayor, Deputy Mayor and 3 Councilors with one full-time Executive Secretary. Besides the religious feast of St. Peter & St. Paul, known locally as ""L-Imnarja"" held on 29 June and which lasts a whole week, Nadur is also famous for its annual revelry held on the 5 days preceding Ash Wednesday, the beginning of Lent.…","Nadur, Malta, in February usually lines up with winter norms for travelers—short daylight and cold snaps are common—insulated layers and grippy soles matter. Lock lodging with easy access to the main festival spine in Nadur; corridors nearest the route book out first for Nadur Carnival Gozo. Nadur often publishes temporary parade detours only days ahead—save offline maps, favor rail where possible, and stake viewing spots well before the first float. Useful searches: “Nadur Carnival Gozo 2026 official tickets”, “Nadur February road closures transit”, “Malta travel advisory”, “Nadur Carnival Gozo Nadur visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/2/2c/Monuments_in_Nadur_11.jpg,2
naga-fireballs,naga-fireballs,Naga Fireballs Festival,Nong Khai,Thailand,Asia,17.8782,102.7464,2026-10-22,2026-10-22,cultural_heritage; religious_spiritual,3,5,5,2,3.75,2,Photography; Cultural immersion; Local authenticity,"On the last night of Buddhist Lent (Ok Phansa), hundreds of glowing orbs rise silently from the Mekong River at Nong Khai — the Naga Fireballs (Bung Fai Phaya Nark). The phenomenon has been documented for centuries and is attributed by locals to the Naga (mythical serpent king) breathing fire from the river bottom. Crowds of Thais and a small number of foreign visitors line the riverbank to watch the fireballs rise and dissolve in the night air. The scientific explanation is debated; the experience is undeniable.","Nong Khai is 620km from Bangkok — overnight train is the best option (11 hours). The fireballs appear on Ok Phansa night only — verify the exact 2026 date from the Buddhist lunar calendar. The river bank fills; arrive by mid-afternoon for good position. The town itself is charming, with a strong Lao influence and good river food. Combine with a trip across to Vientiane (15 minutes by friendship bridge).",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Naga_Fireballs_Mekong.jpg/1280px-Naga_Fireballs_Mekong.jpg,0
navruz-uzbekistan,navruz-uzbekistan,Navruz in Samarkand,Samarkand,Uzbekistan,Asia,39.6547,66.9758,2026-03-21,2026-03-21,cultural_heritage; seasonal,4,4,5,2,3.75,2,Cultural immersion; Traditional heritage; Food travel,"Navruz (Persian New Year) on March 21 is the most important holiday across Central Asia and Iran — a pre-Islamic spring festival that predates Islam by over 3,000 years. Samarkand's version, held amid the extraordinary Timurid architecture of Registan Square, is the most visually spectacular. Sumalak (a wheat-germ pudding) is prepared communally over several days, traditional games (including ulak tartysh, a polo-like game with a headless goat carcass) are played, and music, dance, and enormous communal feasts fill the streets.","March 21 is the fixed date. Samarkand is accessible by high-speed rail from Tashkent (2 hours) or Bukhara (1.5 hours). Spring in Samarkand is ideal — warm days, cool nights, and the apricot trees in bloom. Uzbekistan's e-visa system makes entry straightforward. The Registan Square setting makes this one of the most architecturally spectacular festival locations in the world.",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Registan_Samarkand.jpg/1280px-Registan_Samarkand.jpg,0
notte-della-taranta,notte-della-taranta,Notte della Taranta,Melpignano,Italy,Europe,40.1367,18.2964,2026-08-22,2026-08-27,music; cultural_heritage,4,5,5,3,4.25,3,Music lovers; Traditional heritage; Summer travel,"Notte della Taranta ('Taranta Night') is a music festival in Salento, Italy. The Notte della Taranta is focused on pizzica, a popular folk genre in Salento, and takes place in various municipalities in the province of Lecce and the Grecìa Salentina, especially in Melpignano. It gives great importance to the folk music tradition of taranta and pizzica, and it is a resource for tourism in Apulia. The festival tours around Salento, normally culminating in a grand finale concert in Melpignano in August, which lasts until late night. An average of 120,000 spectators attend the last concert every year. The festival started in 1998 by an initiative of several municipalities of the Salento, which sponsored the event. Every year a new musical director is chosen. In 2015, Ludovico Einaudi released his album Taranta Project, inspired by his time directing the festival.","Melpignano, Italy, in August usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Notte della Taranta compresses foot traffic. For Notte della Taranta, confirm age limits, re-entry rules, and whether the site is cashless; ear protection helps on main stages and near delay towers. Useful searches: “Notte della Taranta 2026 official tickets”, “Melpignano August road closures transit”, “Italy travel advisory”, “Notte della Taranta Melpignano visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/a/ad/NottedellaTaranta2013.jpg,2
notting-hill-carnival,notting-hill-carnival,Notting Hill Carnival — London,London,United Kingdom,Europe,51.5072,-0.1276,2026-08-30,2026-08-31,carnival_parade; music; cultural_heritage,5,5,4,5,4.75,5,Street dance; Sound systems; Urban carnival,"The Notting Hill Carnival is an annual Caribbean Carnival event that has taken place in London since 1966 on the streets of the Notting Hill area of Kensington, over the August Bank Holiday weekend. It is led by members of the British Caribbean community, and attracts around two million people annually, making it one of the world's largest street festivals, the largest in Europe, and a significant event in British African Caribbean and British Indo-Caribbean culture. In 2006, the UK public voted the Notting Hill Carnival onto a list of icons of England. Carnival traditionally commences on the Saturday with Panorama, a competition between steelpan bands. Sunday is designated family and children's day, with a shorter parade route for young people. The main adult parade takes place on Monday.…","London, United Kingdom, in August usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Notting Hill Carnival — London compresses foot traffic. London often publishes temporary parade detours only days ahead—save offline maps, favor rail where possible, and stake viewing spots well before the first float. Useful searches: “Notting Hill Carnival — London 2026 official tickets”, “London August road closures transit”, “United Kingdom travel advisory”, “Notting Hill Carnival — London London visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Notting_Hill_Carnival_2018_%283%29.jpg/1920px-Notting_Hill_Carnival_2018_%283%29.jpg,2
nowruz-iran-isfahan,nowruz-iran-isfahan,Nowruz in Isfahan,Isfahan,Iran,Asia,32.6546,51.668,2026-03-20,2026-04-03,cultural_heritage; seasonal,3,4,5,2,3.5,2,Cultural immersion; Traditional heritage; Arts and design,"Isfahan's Nowruz is the most architecturally spectacular setting for the Persian New Year — the city's Naqsh-e Jahan Square (the second-largest public square in the world after Tiananmen) is flanked by the Imam Mosque, Ali Qapu Palace, and Sheikh Lotfollah Mosque, all covered in 17th-century Safavid tile work of breathtaking intricacy. During Nowruz, the square fills with families picnicking, horse-drawn carriages circling, and the enormous fire-jumping (Chaharshanbe Suri) bonfires lit in the streets of the old city the evening before the new year.","Check Iran travel advisories and visa situation for your nationality carefully. Isfahan in late March is beautiful — spring blossoms and 15–20°C. The old city (Jolfa Christian quarter, the bazaar, the Masjid-e Jameh) warrants 3 days. Friendly city with a reputation as Iran's most visitor-welcoming destination. No-alcohol country; plan accordingly.",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Nowruz_Isfahan_Naqsh-e_Jahan.jpg/1280px-Nowruz_Isfahan_Naqsh-e_Jahan.jpg,0
nuit-blanche-paris,nuit-blanche-paris,Nuit Blanche Paris,Paris,France,Europe,48.8566,2.3522,2026-10-03,2026-10-04,arts; music,3,5,4,5,4.25,5,Art and design; Nightlife; Photography,"Nuit Blanche (French pronunciation: [nɥi ˈblɑ̃ʃ]) (Sleepless Night) is an annual all-night or night-time arts festival of a city. A Nuit Blanche typically has museums, private and public art galleries, and other cultural institutions open and free of charge, with the centre of the city itself being turned into a de facto art gallery, providing space for art installations, performances (music, film, dance, performance art), themed social gatherings, and other activities.","Paris, France, in October usually lines up with autumn shoulder-season for travelers—days shorten and rain returns—plan indoor backups between outdoor segments. If prices spike in the historic center, look at a Paris neighborhood one or two metro stops out, then ride in for peak sessions of Nuit Blanche Paris. For Nuit Blanche Paris, confirm age limits, re-entry rules, and whether the site is cashless; ear protection helps on main stages and near delay towers. Useful searches: “Nuit Blanche Paris 2026 official tickets”, “Paris October road closures transit”, “France travel advisory”, “Nuit Blanche Paris Paris visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/3/3f/Grand_Palais_octobre_2005.jpg,2
nyepi-bali,nyepi-bali,Nyepi (Day of Silence),Ubud,Indonesia,Asia,-8.5069,115.2625,2026-03-19,2026-03-19,religious_spiritual; cultural_heritage,1,4,5,2,3,2,Cultural immersion; Traditional heritage; Local authenticity,"Nyepi is the Balinese Hindu New Year — and the only public holiday on earth that requires total silence. For 24 hours, the entire island of Bali shuts down: no lights, no fires, no work, no travel, no noise. The airport closes. Streets are empty. Tourists must remain in their hotels. The day before, enormous papier-mâché demon effigies (ogoh-ogoh) are paraded through every village to drive away evil spirits, then burned. The contrast between the wild ogoh-ogoh procession and the following day of complete stillness is extraordinary.","The ogoh-ogoh parade the evening before Nyepi (Pengerupukan) is the unmissable visual spectacle — position yourself in Ubud or Denpasar by late afternoon. On Nyepi itself, hotels remain open with candlelit dinners and activities but you cannot leave. Embrace it — the island's enforced silence is genuinely powerful. Bali's airport is closed for 24 hours; don't book flights on Nyepi day.",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Ogoh-ogoh_Nyepi_Bali.jpg/1280px-Ogoh-ogoh_Nyepi_Bali.jpg,0
obby-oss-festival,obby-oss-festival,Obby Oss Festival,Padstow,United Kingdom,Europe,50.5388,-4.9514,2026-05-01,2026-05-01,seasonal; cultural_heritage,4,4,5,3,4,3,Traditional heritage; Local authenticity; Street celebrations,"The 'Obby 'Oss festival () is a folk custom that takes place each 1st of May in Padstow, a coastal town in North Cornwall. It involves two separate processions making their way around the town, each containing an eponymous hobby horse known as the 'Obby 'Oss. The festival starts at midnight on the 30th of April when townspeople gather outside the Golden Lion Inn to sing the ""Night Song"". By morning, the town has been dressed with greenery and flowers placed around the maypole. The excitement begins with the appearance of one of the 'Obby 'Osses. Male dancers cavort through the town dressed as one of two 'Obby 'Osses, the ""Old"" and the ""Blue Ribbon"" or ""Methodist"" 'Obby 'Osses; as the name suggests, they are stylised depictions of horses. Prodded on by assistants known as ""Teasers"", each wears a mask and black frame-hung cape under which they try to catch young maidens as they pass through the town.…","Padstow, United Kingdom, in May usually lines up with spring shoulder-season for travelers—showers swing temperature quickly—carry a compact shell plus a lighter mid-layer. Lock lodging with easy access to the main festival spine in Padstow; corridors nearest the route book out first for Obby Oss Festival. Obby Oss Festival hinges on outdoor conditions around Padstow—monitor wind and precipitation the week of travel and tuck a packable waterproof in your day bag. Useful searches: “Obby Oss Festival 2026 official tickets”, “Padstow May road closures transit”, “United Kingdom travel advisory”, “Obby Oss Festival Padstow visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/2/21/Red_obby_oss_maiden_20050502.jpg,2
oktoberfest-munich,oktoberfest-munich,Oktoberfest — Munich,Munich,Germany,Europe,48.1351,11.582,2026-09-19,2026-10-04,food_drink; cultural_heritage,5,4,4,5,4.5,5,Group travel; Beer culture; Festive atmosphere,"Oktoberfest (German pronunciation: [ɔkˈtoːbɐˌfɛst] ; Bavarian: Oktobafest/d'Wiesn) is the world's largest Volksfest. It combines a beer festival with a fun fair and is held annually in Munich on the Theresienwiese from mid-September to the first Sunday in October. The event draws around seven million visitors each year. In 2023, attendance reached a record 7.2 million. Visitors consumed approximately 7.4 million litres of beer. The festival features amusement rides, games, food stalls, and traditional Bavarian dishes. The first Oktoberfest was held on 12 October 1810 to celebrate the wedding of Crown Prince Ludwig and Princess Therese of Saxony-Hildburghausen. Since then, the festival has been cancelled on multiple occasions, most recently in 2020 and 2021 during the COVID-19 pandemic in Germany.","Munich, Germany, in September usually lines up with autumn shoulder-season for travelers—days shorten and rain returns—plan indoor backups between outdoor segments. Lock lodging with easy access to the main festival spine in Munich; corridors nearest the route book out first for Oktoberfest — Munich. Tasting-led days around Oktoberfest — Munich move faster with small cash, translation of common allergens handy, and a light breakfast before long lunch queues in Munich. Useful searches: “Oktoberfest — Munich 2026 official tickets”, “Munich September road closures transit”, “Germany travel advisory”, “Oktoberfest — Munich Munich visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/O%27zapft_is%21_M%C3%BCnchens_5_Jahreszeit_hat_begonnen_-_O%27zapft_is%21_Munich_5_season%2C_the_Oktoberfest_has_begun_%289855483374%29.jpg/1920px-O%27zapft_is%21_M%C3%BCnchens_5_Jahreszeit_hat_begonnen_-_O%27zapft_is%21_Munich_5_season%2C_the_Oktoberfest_has_begun_%289855483374%29.jpg,2
olsok-trondheim,olsok-trondheim,Olsok Trondheim,Trondheim,Norway,Europe,63.4305,10.3951,2026-07-29,2026-07-29,religious_spiritual; cultural_heritage; historical,2,4,5,3,3.5,3,Religious significance; Traditional heritage; Cultural immersion,"Olsok (lit. 'Olaf's Wake' or 'Olaf's Vigil') is a national day of celebration on July 29 in the Nordic countries of Norway and the Faroe Islands, and also in the provinces of Härjedalen in Sweden and Savonlinna in Finland.","Trondheim, Norway, in July usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Lock lodging with easy access to the main festival spine in Trondheim; corridors nearest the route book out first for Olsok Trondheim. During Olsok Trondheim, follow local cues on modest dress, when to silence phones, and where photography is unwelcome—processions can pause regular traffic for hours. Useful searches: “Olsok Trondheim 2026 official tickets”, “Trondheim July road closures transit”, “Norway travel advisory”, “Olsok Trondheim Trondheim visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Olsokdagene.jpg/1920px-Olsokdagene.jpg,2
ommegang-festival,ommegang-festival,Ommegang — Brussels,Brussels,Belgium,Europe,50.8467,4.3525,2026-07-02,2026-07-05,historical; carnival_parade,3,5,5,3,4,3,Traditional heritage; Cultural immersion; Photography,"The Ommegang of Brussels (French: Ommegang de Bruxelles; Dutch: Ommegang van Brussel) is a traditional Ommegang, a type of medieval pageant, held annually in Brussels, Belgium. It is celebrated for its elaborate display and deep cultural significance. Originating in the 14th century as Brussels' largest lustral procession honouring a miraculous statue of the Virgin Mary, the event gradually evolved into a civic spectacle involving all the city's constituents. Since 1930, it has taken the form of a historical reenactment of the Joyous Entry of Emperor Charles V and his son, Philip II, in the city in 1549. The colourful parade includes floats, traditional processional giants, and scores of folkloric groups, either on foot or on horseback, dressed in medieval garb. As such, it joins the wider tradition of processions of notable riders and giants found throughout Belgium and northern France.…","Brussels, Belgium, in July usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. If prices spike in the historic center, look at a Brussels neighborhood one or two metro stops out, then ride in for peak sessions of Ommegang — Brussels. Brussels often publishes temporary parade detours only days ahead—save offline maps, favor rail where possible, and stake viewing spots well before the first float. Useful searches: “Ommegang — Brussels 2026 official tickets”, “Brussels July road closures transit”, “Belgium travel advisory”, “Ommegang — Brussels Brussels visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Cassel_de_bie_procession.JPG/1920px-Cassel_de_bie_procession.JPG,2
